threshold,tp,fp,fn,tn,precision,recall,csi
0.65,24,430,70,5258,0.05286343612334802,0.2553191489361702,0.04580152671755725
0.66,23,410,71,5278,0.053117782909930716,0.24468085106382978,0.04563492063492063
0.67,22,394,72,5294,0.052884615384615384,0.23404255319148937,0.045081967213114756
0.68,22,384,72,5304,0.054187192118226604,0.23404255319148937,0.04602510460251046
0.6900000000000001,22,363,72,5325,0.05714285714285714,0.23404255319148937,0.04814004376367615
0.7000000000000001,22,342,72,5346,0.06043956043956044,0.23404255319148937,0.05045871559633028
0.71,22,323,72,5365,0.06376811594202898,0.23404255319148937,0.05275779376498801
0.72,20,306,74,5382,0.06134969325153374,0.2127659574468085,0.05
0.73,20,297,74,5391,0.06309148264984227,0.2127659574468085,0.05115089514066496
0.74,19,283,75,5405,0.06291390728476821,0.20212765957446807,0.050397877984084884
0.75,19,273,75,5415,0.06506849315068493,0.20212765957446807,0.051771117166212535
0.76,18,261,76,5427,0.06451612903225806,0.19148936170212766,0.05070422535211268
0.77,17,247,77,5441,0.06439393939393939,0.18085106382978725,0.04985337243401759
0.78,16,235,78,5453,0.06374501992031872,0.1702127659574468,0.0486322188449848
0.79,15,223,79,5465,0.06302521008403361,0.1595744680851064,0.0473186119873817
0.8,15,215,79,5473,0.06521739130434782,0.1595744680851064,0.04854368932038835
0.81,14,204,80,5484,0.06422018348623854,0.14893617021276595,0.04697986577181208
0.8200000000000001,13,187,81,5501,0.065,0.13829787234042554,0.046263345195729534
0.8300000000000001,10,176,84,5512,0.053763440860215055,0.10638297872340426,0.037037037037037035
0.84,7,158,87,5530,0.04242424242424243,0.07446808510638298,0.027777777777777776
0.85,6,147,88,5541,0.0392156862745098,0.06382978723404255,0.024896265560165973
0.86,4,136,90,5552,0.02857142857142857,0.0425531914893617,0.017391304347826087
0.87,4,120,90,5568,0.03225806451612903,0.0425531914893617,0.018691588785046728
0.88,4,108,90,5580,0.03571428571428571,0.0425531914893617,0.019801980198019802
0.89,4,90,90,5598,0.0425531914893617,0.0425531914893617,0.021739130434782608
0.9,4,72,90,5616,0.05263157894736842,0.0425531914893617,0.024096385542168676
0.91,4,60,90,5628,0.0625,0.0425531914893617,0.025974025974025976
0.92,4,49,90,5639,0.07547169811320754,0.0425531914893617,0.027972027972027972
0.93,4,34,90,5654,0.10526315789473684,0.0425531914893617,0.03125
0.9400000000000001,4,23,90,5665,0.14814814814814814,0.0425531914893617,0.03418803418803419
0.9500000000000001,4,16,90,5672,0.2,0.0425531914893617,0.03636363636363636
0.96,4,6,90,5682,0.4,0.0425531914893617,0.04
0.97,0,0,94,5688,0.0,0.0,0.0
0.98,0,0,94,5688,0.0,0.0,0.0
0.99,0,0,94,5688,0.0,0.0,0.0
1.0,0,0,94,5688,0.0,0.0,0.0
